datetime,temperature_c,humidity_pct,wind_speed_kmh,month,day_of_week,hour,is_weekend,is_holiday,energy_consumption_kwh
2022-03-24 20:00:00,17.0,67.8,10.6,3,3,20,0,0,161.2
2022-03-24 21:00:00,18.1,67.7,7.1,3,3,21,0,0,216.38
2022-03-24 22:00:00,18.0,65.4,25.1,3,3,22,0,0,171.78
2022-03-24 23:00:00,17.5,61.7,6.6,3,3,23,0,0,188.4
2022-03-25 00:00:00,18.4,65.7,3.8,3,4,0,0,0,128.67
2022-03-25 01:00:00,17.6,58.3,8.1,3,4,1,0,0,142.56
2022-03-25 02:00:00,17.4,76.8,6.8,3,4,2,0,0,148.38
2022-03-25 03:00:00,19.6,73.3,14.4,3,4,3,0,0,133.28
2022-03-25 04:00:00,18.5,75.2,23.9,3,4,4,0,0,134.92
2022-03-25 05:00:00,18.0,63.4,16.5,3,4,5,0,0,118.17
2022-03-25 06:00:00,20.7,60.1,5.9,3,4,6,0,0,152.8
2022-03-25 07:00:00,20.8,70.0,3.9,3,4,7,0,0,148.76
2022-03-25 08:00:00,22.2,69.4,21.7,3,4,8,0,0,153.05
2022-03-25 09:00:00,24.3,66.7,5.9,3,4,9,0,0,179.85
2022-03-25 10:00:00,23.8,65.8,13.8,3,4,10,0,0,173.32
2022-03-25 11:00:00,25.2,81.1,38.5,3,4,11,0,0,164.77
2022-03-25 12:00:00,22.2,72.3,8.9,3,4,12,0,0,187.32
2022-03-25 13:00:00,26.3,82.6,7.2,3,4,13,0,0,168.26
2022-03-25 14:00:00,25.4,77.5,11.6,3,4,14,0,0,153.81
2022-03-25 15:00:00,22.9,82.2,3.7,3,4,15,0,0,159.23
2022-03-25 16:00:00,24.9,59.0,7.4,3,4,16,0,0,140.12
2022-03-25 17:00:00,24.2,72.6,5.0,3,4,17,0,0,171.0
2022-03-25 18:00:00,17.8,67.6,3.4,3,4,18,0,0,193.05
2022-03-25 19:00:00,18.2,57.6,9.5,3,4,19,0,0,191.11
2022-03-25 20:00:00,17.0,83.5,8.9,3,4,20,0,0,202.43
2022-03-25 21:00:00,15.6,69.8,13.5,3,4,21,0,0,203.73
2022-03-25 22:00:00,18.4,62.4,18.5,3,4,22,0,0,163.72
2022-03-25 23:00:00,15.8,68.8,4.0,3,4,23,0,0,176.78
2022-03-26 00:00:00,15.8,65.7,14.1,3,5,0,1,0,146.89
2022-03-26 01:00:00,12.5,68.2,5.7,3,5,1,1,0,133.89
2022-03-26 02:00:00,18.2,69.1,9.9,3,5,2,1,0,120.8
2022-03-26 03:00:00,15.3,86.2,17.2,3,5,3,1,0,128.13
2022-03-26 04:00:00,18.9,65.2,4.4,3,5,4,1,0,101.09
2022-03-26 05:00:00,20.6,83.0,9.3,3,5,5,1,0,130.26
2022-03-26 06:00:00,24.0,74.8,7.2,3,5,6,1,0,118.29
2022-03-26 07:00:00,20.0,73.2,14.5,3,5,7,1,0,139.21
2022-03-26 08:00:00,17.8,77.1,11.6,3,5,8,1,0,139.84
2022-03-26 09:00:00,25.2,67.5,13.7,3,5,9,1,0,156.4
2022-03-26 10:00:00,29.2,75.7,4.7,3,5,10,1,0,175.27
2022-03-26 11:00:00,28.6,70.2,11.7,3,5,11,1,0,164.23
2022-03-26 12:00:00,26.7,53.3,9.4,3,5,12,1,0,149.11
2022-03-26 13:00:00,25.1,69.8,6.9,3,5,13,1,0,131.83
2022-03-26 14:00:00,27.2,72.7,5.8,3,5,14,1,0,122.75
2022-03-26 15:00:00,22.9,66.2,5.2,3,5,15,1,0,131.76
2022-03-26 16:00:00,24.7,68.6,2.1,3,5,16,1,0,153.72
2022-03-26 17:00:00,23.6,63.3,3.5,3,5,17,1,0,149.68
2022-03-26 18:00:00,23.4,57.3,2.5,3,5,18,1,0,157.42
2022-03-26 19:00:00,25.5,54.8,17.1,3,5,19,1,0,148.63
2022-03-26 20:00:00,19.6,57.9,17.7,3,5,20,1,0,162.78
2022-03-26 21:00:00,16.7,77.0,17.0,3,5,21,1,0,154.38
2022-03-26 22:00:00,16.9,51.6,15.6,3,5,22,1,0,142.06
2022-03-26 23:00:00,12.9,68.2,4.0,3,5,23,1,0,167.41
2022-03-27 00:00:00,15.2,66.3,7.4,3,6,0,1,0,104.14
2022-03-27 01:00:00,15.9,69.8,21.1,3,6,1,1,0,143.52
2022-03-27 02:00:00,16.2,57.1,13.4,3,6,2,1,0,91.26
2022-03-27 03:00:00,18.3,74.1,2.0,3,6,3,1,0,143.0
2022-03-27 04:00:00,17.4,61.1,6.9,3,6,4,1,0,100.26
2022-03-27 05:00:00,22.5,77.8,2.1,3,6,5,1,0,108.82
2022-03-27 06:00:00,21.5,64.3,4.6,3,6,6,1,0,118.61
2022-03-27 07:00:00,22.8,67.8,6.6,3,6,7,1,0,127.67
2022-03-27 08:00:00,23.4,68.3,19.9,3,6,8,1,0,129.29
2022-03-27 09:00:00,25.4,69.3,10.5,3,6,9,1,0,149.1
2022-03-27 10:00:00,27.5,66.5,5.6,3,6,10,1,0,166.13
2022-03-27 11:00:00,24.6,64.3,7.4,3,6,11,1,0,140.33
2022-03-27 12:00:00,25.2,70.1,15.6,3,6,12,1,0,156.67
2022-03-27 13:00:00,25.8,70.8,4.8,3,6,13,1,0,163.39
2022-03-27 14:00:00,23.2,62.3,9.6,3,6,14,1,0,99.55
2022-03-27 15:00:00,23.4,71.7,4.4,3,6,15,1,0,160.72
2022-03-27 16:00:00,23.1,78.0,7.2,3,6,16,1,0,147.41
2022-03-27 17:00:00,24.6,73.4,2.2,3,6,17,1,0,149.5
2022-03-27 18:00:00,22.1,76.4,17.3,3,6,18,1,0,139.94
2022-03-27 19:00:00,20.6,71.1,2.4,3,6,19,1,0,168.38
2022-03-27 20:00:00,20.7,62.1,4.0,3,6,20,1,0,180.48
2022-03-27 21:00:00,17.7,64.7,5.2,3,6,21,1,0,205.77
2022-03-27 22:00:00,18.0,73.6,9.9,3,6,22,1,0,188.29
2022-03-27 23:00:00,16.5,79.3,12.2,3,6,23,1,0,125.28
2022-03-28 00:00:00,17.3,93.6,2.7,3,0,0,0,0,157.58
2022-03-28 01:00:00,15.8,80.0,2.4,3,0,1,0,0,156.43
2022-03-28 02:00:00,12.6,64.3,14.8,3,0,2,0,0,171.51
2022-03-28 03:00:00,18.0,64.9,12.0,3,0,3,0,0,131.29
2022-03-28 04:00:00,22.1,87.2,16.2,3,0,4,0,0,124.38
2022-03-28 05:00:00,22.4,67.1,11.0,3,0,5,0,0,139.64
2022-03-28 06:00:00,23.7,68.5,13.1,3,0,6,0,0,141.53
2022-03-28 07:00:00,25.6,59.5,5.8,3,0,7,0,0,174.97
2022-03-28 08:00:00,24.5,80.3,9.1,3,0,8,0,0,209.19
2022-03-28 09:00:00,25.7,71.1,15.1,3,0,9,0,0,192.19
2022-03-28 10:00:00,24.9,61.4,3.5,3,0,10,0,0,197.97
2022-03-28 11:00:00,26.0,59.0,6.4,3,0,11,0,0,198.52
2022-03-28 12:00:00,28.0,68.4,12.8,3,0,12,0,0,183.27
2022-03-28 13:00:00,29.0,65.8,8.1,3,0,13,0,0,166.95
2022-03-28 14:00:00,25.9,73.7,11.2,3,0,14,0,0,155.26
2022-03-28 15:00:00,24.4,72.2,4.8,3,0,15,0,0,175.26
2022-03-28 16:00:00,24.3,65.7,2.3,3,0,16,0,0,165.0
2022-03-28 17:00:00,24.3,63.5,2.2,3,0,17,0,0,152.57
2022-03-28 18:00:00,18.9,69.3,24.9,3,0,18,0,0,189.62
2022-03-28 19:00:00,15.9,67.6,25.1,3,0,19,0,0,175.66
2022-03-28 20:00:00,18.2,69.9,3.9,3,0,20,0,0,180.7
2022-03-28 21:00:00,15.8,72.2,3.3,3,0,21,0,0,186.7
2022-03-28 22:00:00,16.5,64.6,2.1,3,0,22,0,0,189.84
2022-03-28 23:00:00,16.7,76.7,4.1,3,0,23,0,0,190.62
2022-03-29 00:00:00,16.2,69.0,5.3,3,1,0,0,0,158.94
2022-03-29 01:00:00,20.1,63.2,4.2,3,1,1,0,0,132.24
2022-03-29 02:00:00,18.4,68.0,14.8,3,1,2,0,0,121.53
2022-03-29 03:00:00,19.1,72.4,13.1,3,1,3,0,0,143.88
2022-03-29 04:00:00,20.8,70.3,2.7,3,1,4,0,0,136.39
2022-03-29 05:00:00,18.5,74.1,11.6,3,1,5,0,0,148.85
2022-03-29 06:00:00,24.1,75.1,7.9,3,1,6,0,0,150.2
2022-03-29 07:00:00,23.2,78.8,3.1,3,1,7,0,0,168.97
2022-03-29 08:00:00,25.9,69.3,12.8,3,1,8,0,0,176.39
2022-03-29 09:00:00,23.5,59.7,2.7,3,1,9,0,0,214.72
2022-03-29 10:00:00,,66.2,3.6,3,1,10,0,0,189.49
2022-03-29 11:00:00,28.5,57.7,3.3,3,1,11,0,0,181.97
2022-03-29 12:00:00,27.8,79.7,24.4,3,1,12,0,0,176.0
2022-03-29 13:00:00,25.1,83.4,11.6,3,1,13,0,0,152.18
2022-03-29 14:00:00,24.6,72.9,6.2,3,1,14,0,0,145.63
2022-03-29 15:00:00,27.8,72.9,15.8,3,1,15,0,0,179.34
2022-03-29 16:00:00,22.2,70.9,3.9,3,1,16,0,0,164.62
2022-03-29 17:00:00,26.6,69.6,23.4,3,1,17,0,0,179.4
2022-03-29 18:00:00,20.3,57.1,11.6,3,1,18,0,0,147.01
2022-03-29 19:00:00,22.0,68.4,8.6,3,1,19,0,0,171.9
2022-03-29 20:00:00,18.9,63.5,14.7,3,1,20,0,0,193.59
2022-03-29 21:00:00,19.7,72.4,10.3,3,1,21,0,0,175.8
2022-03-29 22:00:00,16.6,71.2,19.5,3,1,22,0,0,156.72
2022-03-29 23:00:00,16.9,87.1,16.1,3,1,23,0,0,156.36
2022-03-30 00:00:00,17.4,78.6,3.8,3,2,0,0,0,150.7
2022-03-30 01:00:00,15.5,74.5,4.2,3,2,1,0,0,159.96
2022-03-30 02:00:00,19.5,68.1,2.5,3,2,2,0,0,163.86
2022-03-30 03:00:00,17.8,84.5,4.0,3,2,3,0,0,127.15
2022-03-30 04:00:00,19.4,70.1,5.4,3,2,4,0,0,122.76
2022-03-30 05:00:00,19.0,73.1,2.2,3,2,5,0,0,125.45
2022-03-30 06:00:00,17.2,71.7,5.0,3,2,6,0,0,165.96
2022-03-30 07:00:00,23.2,65.2,13.8,3,2,7,0,0,156.92
2022-03-30 08:00:00,29.6,65.5,16.7,3,2,8,0,0,163.74
2022-03-30 09:00:00,27.4,50.6,2.1,3,2,9,0,0,170.28
2022-03-30 10:00:00,26.6,54.3,2.1,3,2,10,0,0,183.67
2022-03-30 11:00:00,26.6,69.5,3.3,3,2,11,0,0,185.01
2022-03-30 12:00:00,27.4,78.9,18.5,3,2,12,0,0,159.21
2022-03-30 13:00:00,28.2,68.7,7.1,3,2,13,0,0,174.28
2022-03-30 14:00:00,24.3,62.1,34.6,3,2,14,0,0,121.52
2022-03-30 15:00:00,28.1,54.4,19.5,3,2,15,0,0,154.64
2022-03-30 16:00:00,26.2,73.2,19.7,3,2,16,0,0,154.7
2022-03-30 17:00:00,25.0,62.9,3.1,3,2,17,0,0,173.72
2022-03-30 18:00:00,23.2,73.6,7.2,3,2,18,0,0,196.28
2022-03-30 19:00:00,21.1,72.6,42.4,3,2,19,0,0,165.54
2022-03-30 20:00:00,21.2,73.2,3.3,3,2,20,0,0,195.51
2022-03-30 21:00:00,20.0,70.3,8.8,3,2,21,0,0,158.3
2022-03-30 22:00:00,17.3,74.4,5.4,3,2,22,0,0,214.06
2022-03-30 23:00:00,16.3,70.9,5.9,3,2,23,0,0,146.39
2022-03-31 00:00:00,17.8,66.0,19.7,3,3,0,0,0,141.68
2022-03-31 01:00:00,20.8,61.9,9.1,3,3,1,0,0,99.0
2022-03-31 02:00:00,15.8,53.0,13.4,3,3,2,0,0,123.93
2022-03-31 03:00:00,16.1,70.5,10.9,3,3,3,0,0,165.48
2022-03-31 04:00:00,20.4,82.0,8.0,3,3,4,0,0,156.07
2022-03-31 05:00:00,21.4,75.2,14.6,3,3,5,0,0,154.33
2022-03-31 06:00:00,22.9,70.4,30.3,3,3,6,0,0,135.87
2022-03-31 07:00:00,24.4,62.0,29.2,3,3,7,0,0,172.14
2022-03-31 08:00:00,24.6,75.7,14.5,3,3,8,0,0,173.37
2022-03-31 09:00:00,29.1,64.5,7.3,3,3,9,0,0,199.83
2022-03-31 10:00:00,23.7,80.8,3.4,3,3,10,0,0,227.89
2022-03-31 11:00:00,25.7,59.3,2.4,3,3,11,0,0,197.93
2022-03-31 12:00:00,27.4,60.3,4.1,3,3,12,0,0,175.46
2022-03-31 13:00:00,,61.2,5.3,3,3,13,0,0,169.29
2022-03-31 14:00:00,26.5,54.9,3.1,3,3,14,0,0,180.64
2022-03-31 15:00:00,29.4,57.8,4.0,3,3,15,0,0,176.52
2022-03-31 16:00:00,25.1,68.3,2.7,3,3,16,0,0,174.04
2022-03-31 17:00:00,24.3,62.1,7.9,3,3,17,0,0,183.4
2022-03-31 18:00:00,20.0,39.1,3.1,3,3,18,0,0,208.37
2022-03-31 19:00:00,20.0,78.6,12.9,3,3,19,0,0,174.38
2022-03-31 20:00:00,19.3,56.9,5.2,3,3,20,0,0,201.77
2022-03-31 21:00:00,18.4,75.5,10.9,3,3,21,0,0,197.63
2022-03-31 22:00:00,20.8,69.8,19.1,3,3,22,0,0,165.22
2022-03-31 23:00:00,18.9,87.5,2.7,3,3,23,0,0,165.64
2022-04-01 00:00:00,15.6,80.2,38.1,4,4,0,0,0,168.54
2022-04-01 01:00:00,18.5,66.7,10.3,4,4,1,0,0,125.49
2022-04-01 02:00:00,19.5,64.6,2.4,4,4,2,0,0,115.97
2022-04-01 03:00:00,21.6,81.2,5.0,4,4,3,0,0,128.53
2022-04-01 04:00:00,23.5,56.5,19.4,4,4,4,0,0,98.75
2022-04-01 05:00:00,19.5,71.8,9.3,4,4,5,0,0,129.97
2022-04-01 06:00:00,21.2,68.4,4.7,4,4,6,0,0,135.09
2022-04-01 07:00:00,21.6,66.5,24.6,4,4,7,0,0,151.01
2022-04-01 08:00:00,24.9,70.4,14.4,4,4,8,0,0,189.97
2022-04-01 09:00:00,27.3,67.9,12.6,4,4,9,0,0,173.46
2022-04-01 10:00:00,29.1,69.1,19.5,4,4,10,0,0,201.59
2022-04-01 11:00:00,27.5,67.4,13.7,4,4,11,0,0,193.64
2022-04-01 12:00:00,27.2,69.7,4.7,4,4,12,0,0,145.19
2022-04-01 13:00:00,28.0,66.8,9.0,4,4,13,0,0,160.94
2022-04-01 14:00:00,25.5,62.0,16.8,4,4,14,0,0,147.1
2022-04-01 15:00:00,30.5,64.8,3.6,4,4,15,0,0,179.65
2022-04-01 16:00:00,22.1,63.2,3.4,4,4,16,0,0,166.56
2022-04-01 17:00:00,24.5,61.5,3.4,4,4,17,0,0,171.32
2022-04-01 18:00:00,26.9,63.9,3.7,4,4,18,0,0,169.08
2022-04-01 19:00:00,21.5,68.3,2.9,4,4,19,0,0,179.9
2022-04-01 20:00:00,19.9,70.3,16.5,4,4,20,0,0,166.33
2022-04-01 21:00:00,18.6,78.0,15.6,4,4,21,0,0,189.82
2022-04-01 22:00:00,18.1,66.9,3.3,4,4,22,0,0,175.92
2022-04-01 23:00:00,20.7,71.2,11.8,4,4,23,0,0,171.84
2022-04-02 00:00:00,13.7,74.1,9.9,4,5,0,1,0,148.67
2022-04-02 01:00:00,21.3,64.5,4.6,4,5,1,1,0,110.03
2022-04-02 02:00:00,15.9,72.6,4.1,4,5,2,1,0,125.66
2022-04-02 03:00:00,19.0,78.5,4.3,4,5,3,1,0,110.47
2022-04-02 04:00:00,19.7,,12.5,4,5,4,1,0,92.53
2022-04-02 05:00:00,23.0,70.3,5.1,4,5,5,1,0,105.98
2022-04-02 06:00:00,19.9,64.4,4.6,4,5,6,1,0,91.68
2022-04-02 07:00:00,25.3,83.1,2.2,4,5,7,1,0,137.65
2022-04-02 08:00:00,29.6,60.0,21.1,4,5,8,1,0,140.4
2022-04-02 09:00:00,23.9,54.7,13.2,4,5,9,1,0,130.54
2022-04-02 10:00:00,27.8,73.0,7.1,4,5,10,1,0,178.95
2022-04-02 11:00:00,26.6,65.8,24.9,4,5,11,1,0,156.9
2022-04-02 12:00:00,28.9,63.1,4.8,4,5,12,1,0,165.06
2022-04-02 13:00:00,27.9,61.7,11.0,4,5,13,1,0,152.04
2022-04-02 14:00:00,26.1,81.9,4.9,4,5,14,1,0,140.85
2022-04-02 15:00:00,27.6,69.0,5.0,4,5,15,1,0,138.9
2022-04-02 16:00:00,29.2,69.8,16.9,4,5,16,1,0,153.6
2022-04-02 17:00:00,24.0,69.3,14.4,4,5,17,1,0,147.66
2022-04-02 18:00:00,24.5,69.9,4.8,4,5,18,1,0,169.84
2022-04-02 19:00:00,19.2,81.6,2.7,4,5,19,1,0,169.75
2022-04-02 20:00:00,18.7,68.7,5.5,4,5,20,1,0,155.82
2022-04-02 21:00:00,20.5,58.1,13.4,4,5,21,1,0,160.15
2022-04-02 22:00:00,21.7,76.1,2.8,4,5,22,1,0,147.01
2022-04-02 23:00:00,19.0,74.5,10.9,4,5,23,1,0,151.99
2022-04-03 00:00:00,17.7,72.0,19.6,4,6,0,1,0,124.22
2022-04-03 01:00:00,18.5,74.5,3.6,4,6,1,1,0,122.27
2022-04-03 02:00:00,16.5,68.8,17.9,4,6,2,1,0,105.76
2022-04-03 03:00:00,21.0,69.7,2.4,4,6,3,1,0,125.01
2022-04-03 04:00:00,22.6,67.6,10.8,4,6,4,1,0,121.53
2022-04-03 05:00:00,21.1,64.7,14.5,4,6,5,1,0,103.12
2022-04-03 06:00:00,22.4,78.3,6.7,4,6,6,1,0,109.32
2022-04-03 07:00:00,25.2,56.1,3.8,4,6,7,1,0,137.14
2022-04-03 08:00:00,25.0,86.4,22.7,4,6,8,1,0,161.87
2022-04-03 09:00:00,26.7,73.7,2.2,4,6,9,1,0,143.94
2022-04-03 10:00:00,31.9,49.8,8.5,4,6,10,1,0,182.02
2022-04-03 11:00:00,27.7,64.4,5.7,4,6,11,1,0,148.62
2022-04-03 12:00:00,27.6,64.8,6.9,4,6,12,1,0,136.81
2022-04-03 13:00:00,26.9,69.7,8.2,4,6,13,1,0,156.54
2022-04-03 14:00:00,29.1,57.5,8.1,4,6,14,1,0,150.22
2022-04-03 15:00:00,26.5,67.0,3.8,4,6,15,1,0,134.05
2022-04-03 16:00:00,24.5,66.8,11.1,4,6,16,1,0,143.67
2022-04-03 17:00:00,27.3,60.5,2.2,4,6,17,1,0,157.3
2022-04-03 18:00:00,26.2,59.9,2.2,4,6,18,1,0,133.21
2022-04-03 19:00:00,20.8,76.9,7.2,4,6,19,1,0,166.38
2022-04-03 20:00:00,17.1,57.9,8.2,4,6,20,1,0,190.45
2022-04-03 21:00:00,21.8,72.9,4.6,4,6,21,1,0,172.01
2022-04-03 22:00:00,17.6,77.6,8.4,4,6,22,1,0,118.86
2022-04-03 23:00:00,20.1,68.2,7.8,4,6,23,1,0,124.41
2022-04-04 00:00:00,14.6,73.1,5.4,4,0,0,0,0,176.2
2022-04-04 01:00:00,20.5,79.0,10.4,4,0,1,0,0,133.54
2022-04-04 02:00:00,16.8,65.9,27.3,4,0,2,0,0,146.98
2022-04-04 03:00:00,21.5,64.4,7.4,4,0,3,0,0,161.45
2022-04-04 04:00:00,21.1,65.5,14.3,4,0,4,0,0,126.79
2022-04-04 05:00:00,20.4,79.1,4.3,4,0,5,0,0,137.18
2022-04-04 06:00:00,22.8,79.0,13.5,4,0,6,0,0,134.57
2022-04-04 07:00:00,26.2,55.7,10.4,4,0,7,0,0,169.44
2022-04-04 08:00:00,26.3,74.9,10.2,4,0,8,0,0,165.27
2022-04-04 09:00:00,28.3,72.4,19.9,4,0,9,0,0,176.87
2022-04-04 10:00:00,31.9,76.5,4.1,4,0,10,0,0,193.53
2022-04-04 11:00:00,25.3,70.4,5.7,4,0,11,0,0,175.97
2022-04-04 12:00:00,31.8,63.7,2.7,4,0,12,0,0,184.46
2022-04-04 13:00:00,28.6,74.9,12.4,4,0,13,0,0,142.32
2022-04-04 14:00:00,26.1,72.5,16.9,4,0,14,0,0,144.49
2022-04-04 15:00:00,24.5,85.7,6.2,4,0,15,0,0,173.41
2022-04-04 16:00:00,25.7,74.8,5.5,4,0,16,0,0,184.09
2022-04-04 17:00:00,26.7,67.9,10.6,4,0,17,0,0,167.08
2022-04-04 18:00:00,23.3,58.9,2.6,4,0,18,0,0,176.58
2022-04-04 19:00:00,25.3,62.7,4.8,4,0,19,0,0,193.74
2022-04-04 20:00:00,18.2,59.4,5.6,4,0,20,0,0,223.09
2022-04-04 21:00:00,20.0,68.3,7.8,4,0,21,0,0,172.69
2022-04-04 22:00:00,16.7,79.0,7.2,4,0,22,0,0,167.35
2022-04-04 23:00:00,19.5,70.2,3.9,4,0,23,0,0,167.94
2022-04-05 00:00:00,20.6,77.9,8.2,4,1,0,0,0,154.16
2022-04-05 01:00:00,18.2,73.6,22.8,4,1,1,0,0,136.74
2022-04-05 02:00:00,14.3,69.6,2.2,4,1,2,0,0,131.53
2022-04-05 03:00:00,20.7,70.4,11.1,4,1,3,0,0,144.31
2022-04-05 04:00:00,22.2,72.7,9.8,4,1,4,0,0,132.5
2022-04-05 05:00:00,23.3,69.4,22.7,4,1,5,0,0,142.46
2022-04-05 06:00:00,26.3,68.1,10.3,4,1,6,0,0,175.76
2022-04-05 07:00:00,23.0,62.4,9.8,4,1,7,0,0,134.11
2022-04-05 08:00:00,27.7,62.7,13.8,4,1,8,0,0,146.57
2022-04-05 09:00:00,29.8,83.2,4.5,4,1,9,0,0,207.47
2022-04-05 10:00:00,24.6,77.5,9.2,4,1,10,0,0,154.77
2022-04-05 11:00:00,29.3,53.6,7.9,4,1,11,0,0,180.93
2022-04-05 12:00:00,27.8,47.2,6.6,4,1,12,0,0,163.95
2022-04-05 13:00:00,28.5,66.4,2.7,4,1,13,0,0,179.35
2022-04-05 14:00:00,28.9,72.7,4.8,4,1,14,0,0,160.69
2022-04-05 15:00:00,26.4,62.6,4.6,4,1,15,0,0,166.76
2022-04-05 16:00:00,25.0,75.7,12.3,4,1,16,0,0,143.51
2022-04-05 17:00:00,25.2,67.9,22.3,4,1,17,0,0,141.2
2022-04-05 18:00:00,21.7,67.9,4.1,4,1,18,0,0,177.9
2022-04-05 19:00:00,20.4,75.9,2.6,4,1,19,0,0,194.0
2022-04-05 20:00:00,22.7,64.4,50.0,4,1,20,0,0,173.87
2022-04-05 21:00:00,18.0,68.7,11.4,4,1,21,0,0,211.41
2022-04-05 22:00:00,20.8,74.9,19.4,4,1,22,0,0,191.59
2022-04-05 23:00:00,19.9,69.8,3.2,4,1,23,0,0,175.15
2022-04-06 00:00:00,15.6,87.5,14.9,4,2,0,0,0,169.58
2022-04-06 01:00:00,17.9,76.6,15.4,4,2,1,0,0,146.28
2022-04-06 02:00:00,22.1,74.0,3.3,4,2,2,0,0,155.59
2022-04-06 03:00:00,18.6,70.3,3.4,4,2,3,0,0,142.84
2022-04-06 04:00:00,20.7,76.7,4.8,4,2,4,0,0,130.46
2022-04-06 05:00:00,23.7,65.6,4.0,4,2,5,0,0,131.32
2022-04-06 06:00:00,25.6,69.4,31.6,4,2,6,0,0,158.16
2022-04-06 07:00:00,24.9,60.2,5.6,4,2,7,0,0,156.61
2022-04-06 08:00:00,,75.6,13.5,4,2,8,0,0,199.89
2022-04-06 09:00:00,30.5,67.1,15.1,4,2,9,0,0,175.17
2022-04-06 10:00:00,31.9,79.9,5.9,4,2,10,0,0,229.19
2022-04-06 11:00:00,30.9,83.7,11.2,4,2,11,0,0,194.25
2022-04-06 12:00:00,29.3,71.5,2.9,4,2,12,0,0,192.45
2022-04-06 13:00:00,27.3,66.9,6.0,4,2,13,0,0,149.35
2022-04-06 14:00:00,26.7,59.1,29.4,4,2,14,0,0,120.6
2022-04-06 15:00:00,28.7,72.9,3.5,4,2,15,0,0,191.5
2022-04-06 16:00:00,27.4,68.0,5.9,4,2,16,0,0,158.94
2022-04-06 17:00:00,28.2,70.2,14.5,4,2,17,0,0,186.18
2022-04-06 18:00:00,25.4,81.1,10.8,4,2,18,0,0,171.25
2022-04-06 19:00:00,19.8,63.5,10.0,4,2,19,0,0,200.4
2022-04-06 20:00:00,23.7,60.8,17.4,4,2,20,0,0,178.83
2022-04-06 21:00:00,18.5,68.8,2.2,4,2,21,0,0,174.65
2022-04-06 22:00:00,19.0,77.1,13.8,4,2,22,0,0,187.46
2022-04-06 23:00:00,,74.6,19.1,4,2,23,0,0,176.22
2022-04-07 00:00:00,23.3,61.2,2.1,4,3,0,0,0,155.84
2022-04-07 01:00:00,25.7,73.2,8.5,4,3,1,0,0,141.84
2022-04-07 02:00:00,21.2,59.8,5.4,4,3,2,0,0,106.5
2022-04-07 03:00:00,20.4,63.1,2.4,4,3,3,0,0,117.37
2022-04-07 04:00:00,22.9,67.6,6.3,4,3,4,0,0,124.48
2022-04-07 05:00:00,24.8,63.2,10.3,4,3,5,0,0,136.1
2022-04-07 06:00:00,23.7,75.3,22.1,4,3,6,0,0,161.77
2022-04-07 07:00:00,29.2,67.7,9.8,4,3,7,0,0,168.7
2022-04-07 08:00:00,27.3,80.5,17.5,4,3,8,0,0,143.08
2022-04-07 09:00:00,28.9,63.6,3.0,4,3,9,0,0,151.71
2022-04-07 10:00:00,30.0,64.0,3.9,4,3,10,0,0,187.75
2022-04-07 11:00:00,30.0,74.7,30.1,4,3,11,0,0,177.11
2022-04-07 12:00:00,31.0,63.8,19.5,4,3,12,0,0,188.21
2022-04-07 13:00:00,27.9,78.0,4.1,4,3,13,0,0,153.13
2022-04-07 14:00:00,27.5,70.6,9.8,4,3,14,0,0,142.73
2022-04-07 15:00:00,25.7,48.3,5.6,4,3,15,0,0,159.94
2022-04-07 16:00:00,27.7,75.6,7.1,4,3,16,0,0,188.04
2022-04-07 17:00:00,27.2,73.7,17.8,4,3,17,0,0,138.53
2022-04-07 18:00:00,25.2,75.0,12.6,4,3,18,0,0,166.54
2022-04-07 19:00:00,26.4,51.5,4.2,4,3,19,0,0,205.14
2022-04-07 20:00:00,21.8,63.8,5.0,4,3,20,0,0,205.62
2022-04-07 21:00:00,22.1,64.2,4.7,4,3,21,0,0,173.32
2022-04-07 22:00:00,17.8,64.4,14.1,4,3,22,0,0,193.28
2022-04-07 23:00:00,18.7,84.6,7.4,4,3,23,0,0,173.02
2022-04-08 00:00:00,21.0,69.4,26.1,4,4,0,0,0,146.46
2022-04-08 01:00:00,21.4,69.0,15.6,4,4,1,0,0,125.3
2022-04-08 02:00:00,19.7,74.6,3.9,4,4,2,0,0,143.55
2022-04-08 03:00:00,20.9,74.1,14.3,4,4,3,0,0,112.95
2022-04-08 04:00:00,19.0,43.8,7.6,4,4,4,0,0,120.99
2022-04-08 05:00:00,22.6,63.5,4.3,4,4,5,0,0,136.71
2022-04-08 06:00:00,26.4,55.5,5.6,4,4,6,0,0,153.26
2022-04-08 07:00:00,27.0,69.7,30.6,4,4,7,0,0,190.01
2022-04-08 08:00:00,28.1,63.7,7.3,4,4,8,0,0,215.39
2022-04-08 09:00:00,28.2,66.0,12.2,4,4,9,0,0,178.79
2022-04-08 10:00:00,28.9,48.9,7.2,4,4,10,0,0,210.2
2022-04-08 11:00:00,28.1,63.5,5.7,4,4,11,0,0,170.27
2022-04-08 12:00:00,31.0,73.4,14.7,4,4,12,0,0,193.98
2022-04-08 13:00:00,30.2,76.2,17.1,4,4,13,0,0,165.84
2022-04-08 14:00:00,29.9,70.8,2.6,4,4,14,0,0,168.24
2022-04-08 15:00:00,27.1,55.8,4.6,4,4,15,0,0,198.81
2022-04-08 16:00:00,22.8,78.7,7.7,4,4,16,0,0,154.86
